x_goal,y_goal,count,torque_M1,torque_M2,torque_M3,vel_M1,vel_M2,vel_M3,pos_x,pos_y,vel_x,vel_y,phi,phi_dot,alpha,beta,theta,alpha_dot,beta_dot
1764287737.9738095,0.010000228881835938,1.0,0.0,0,0.06,0.02,0.06,-1.05,-7.74,8.37,0.06,0.0,0.46,-0.04,0.02399827721492187,0.10908307824966101,-0.0030213940531957917,-0.0027186621753667595,0.06838662989352429,0.07148167967296892
1764287737.98381,0.010000228881835938,1.0,0.0,0,0.1,0.06,0.06,-0.98,-8.92,9.41,0.06,0.0,0.46,-0.04,0.02508910799741848,0.10908307824966101,-0.002313925956041629,-0.00243377042227344,0.07074680971541625,0.028489175309331927
1764287738.003811,0.010000228881835938,1.0,0.0,0,0.11,0.08,0.11,-0.98,-11.02,8.99,0.07,-0.0,0.58,0.0,0.028361600344907423,0.1090830782495722,-0.0006007699239081177,-0.006073445340689432,0.08431937083450691,-0.23813685210689606
1764287738.0238118,0.010000228881835938,1.0,0.0,0,0.09,0.07,0.09,-0.98,-10.6,8.65,0.08,-0.0,0.56,0.0,0.030543261909900643,0.10908307824966101,0.0015676296654456578,-0.014778445003455154,0.11509472687212252,-0.46938980884920767
1764287738.0338123,0.010000228881835938,1.0,0.0,0,0.01,-0.01,0.0,-0.63,-9.2,8.09,0.08,-0.0,0.5,-0.0,0.03163409269239725,0.10908307824966101,0.002584524274564348,-0.01826529572512703,0.10168946091186903,-0.34868507216718747
1764287738.0538132,0.010000228881835938,1.0,0.0,0,-0.04,-0.06,-0.05,-0.91,-9.13,8.86,0.09,-0.0,0.52,-0.03,0.03272492347489386,0.10908307824966101,0.004736604735892769,-0.019084217519791835,0.10404534044941016,-0.053942859800582
1764287738.0638137,0.010000228881835938,1.0,0.0,0,-0.05,-0.11,-0.1,-0.84,-9.2,9.2,0.1,-0.0,0.53,-0.03,0.033815754257389585,0.1090830782495722,0.005888899818168092,-0.02004438115945284,0.1152295082275323,-0.09601636396610047
1764287738.0841222,0.010303020477294922,1.0,0.0,0,-0.08,-0.14,-0.13,-0.63,-8.23,8.92,0.1,-0.0,0.5,-0.03,0.034906585039886195,0.10908307824966101,0.008253410146100926,-0.021343381093609892,0.1148128706270235,-0.07786228512682847
1764287738.0941226,0.010000228881835938,1.0,0.0,0,-0.12,-0.17,-0.16,1.05,-7.53,9.97,0.11,-0.0,0.5,-0.01,0.034906585039886195,0.0,0.009461951040348637,-0.021681387997741552,0.12085408942477116,-0.033800690413166024
1764287738.1141233,0.010000228881835938,1.0,0.0,0,-0.13,-0.18,-0.18,1.26,-7.53,9.83,0.11,-0.0,0.5,0.0,0.03272492347489386,-0.1090830782495722,0.01190964286017504,-0.021473139625411974,0.12203548391442887,0.07982391173788628
1764287738.1242855,0.010158061981201172,1.0,0.0,0,-0.15,-0.07,-0.19,1.05,-8.02,8.23,0.12,-0.0,0.47,0.03,0.029452431127404033,-0.32724923474898304,0.013181994530971686,-0.020232200318210936,0.12723516707966454,0.12409393072010388
1764287738.1442866,0.010000228881835938,1.0,0.0,0,-0.13,-0.07,-0.17,1.05,-6.97,7.39,0.12,-0.0,0.41,0.03,0.02508910799741848,-0.21816615649932203,0.015355483506864775,-0.015336114225499742,0.11668636433888047,0.24572183925801738
1764287738.1642876,0.010000228881835938,1.0,0.0,0,-0.06,-0.01,-0.1,0.91,-7.04,7.18,0.13,-0.0,0.41,0.03,0.02181661564992865,-0.10908307824966101,0.017369727894725795,-0.010080776053282392,0.09703564789300678,0.2454598248528228
1764287738.174288,0.010000228881835938,1.0,0.0,0,-0.01,0.03,-0.04,0.77,-7.04,7.67,0.13,0.0,0.42,0.02,0.019634954084936318,-0.2181661564992332,0.018526935383208265,-0.007950498563447095,0.11572074884824701,0.21302774898352972
1764287738.194289,0.010000228881835938,1.0,0.0,0,0.03,0.07,-0.0,0.35,-7.67,7.46,0.14,0.0,0.44,0.02,0.018544123302439708,-0.10908307824966101,0.020659989336679896,-0.004896285733491101,0.11128968954348117,0.14466897914977572
1764287738.2042894,0.010000228881835938,1.0,0.0,0,0.18,0.09,0.03,0.21,-8.16,7.11,0.14,0.0,0.44,0.03,0.018544123302439708,0.0,0.021637489876536797,-0.003973938677961364,0.09775005398569014,0.09223470555297375
1764287738.2243912,0.010000228881835938,1.0,0.0,0,0.19,0.1,0.07,-0.77,-6.9,6.35,0.15,0.0,0.38,-0.01,0.019634954084936318,0.10908307824966101,0.023630806237862956,-0.00341982159645271,0.10403982487594554,0.016329419710681137
1764287738.2343917,0.010000228881835938,1.0,0.0,0,0.18,0.11,0.09,-1.32,-7.04,6.55,0.15,-0.0,0.39,-0.03,0.019634954084936318,0.0,0.02470878782621222,-0.003682525157823413,0.10779815883492638,-0.026270356137070294
1764287738.2544103,0.010017871856689453,1.0,0.0,0,0.15,0.09,0.07,-1.32,-6.9,6.28,0.15,-0.0,0.38,-0.03,0.02290744643242526,0.2181661564992332,0.027335171592421936,-0.0045651276436711186,0.13690226061555677,-0.05623958363729642
1764287738.2644112,0.010000467300415039,1.0,0.0,0,0.15,0.09,0.07,-0.77,-6.9,6.28,0.15,-0.0,0.38,-0.03,0.02399827721492187,0.10908307824966101,0.028827575981694054,-0.005450574937384101,0.14924043892721173,-0.0885447293712982
1764287738.2844121,0.010000228881835938,1.0,0.0,0,0.1,-0.07,0.04,-0.91,-7.04,3.56,0.16,-0.0,0.31,0.03,0.02617993877991509,0.10908307824966101,0.032059403708485146,-0.007765662788171923,0.16048594175281927,-0.10233433749151644
1764287738.309385,0.010000467300415039,1.0,0.0,0,-0.04,-0.15,-0.08,-0.49,-4.81,5.09,0.17,-0.0,0.29,-0.02,0.029452431127404033,0.2181661564992332,0.03755882336377869,-0.009793584602540317,0.18292001414006442,-0.06046381642677012
1764287738.3345253,0.010931968688964844,1.0,0.0,0,-0.12,-0.18,-0.15,0.07,-4.11,5.58,0.18,-0.0,0.28,-0.02,0.030543261909900643,0.10908307824966101,0.04147456191802412,-0.010900263202513472,0.20629178630482414,-0.03518856995583519
1764287738.356043,0.010000228881835938,1.0,0.0,0,-0.15,-0.2,-0.18,1.26,-6.35,8.58,0.18,-0.0,0.43,0.0,0.028361600344907423,-0.10908307824966101,0.0454774526507169,-0.009986672840611277,0.20920580067542716,0.07427635693111334
1764287738.3698611,0.013815641403198242,1.0,0.0,0,-0.23,-0.2,-0.2,1.26,-7.53,7.67,0.19,-0.0,0.44,0.04,0.02617993877991509,-0.2181661564992332,0.04968127081690055,-0.004581159477323293,0.4203818166183648,0.5405513363287984
1764287738.3798616,0.010000228881835938,1.0,0.0,0,-0.22,-0.21,-0.2,1.46,-8.23,7.88,0.19,-0.0,0.47,0.06,0.02290744643242526,-0.32724923474898304,0.051789074151375125,-0.0013035127197094099,0.21078033344745783,0.32776467576138835
1764287738.3998775,0.010015010833740234,1.0,0.0,0,-0.12,-0.11,-0.11,0.91,-7.32,8.02,0.2,-0.0,0.44,0.02,0.019634954084936318,-0.10908307824966101,0.05604347547154109,0.0027691445777255908,0.22103959347048452,0.17219234343679446
1764287738.4206226,0.0107421875,1.0,0.0,0,-0.07,-0.06,-0.04,0.42,-7.46,8.3,0.2,-0.0,0.46,0.0,0.018544123302439708,0.0,0.06047960876190883,0.0046900752003371515,0.2245532102394865,0.07721603770929342
1764287738.4321725,0.01154780387878418,1.0,0.0,0,-0.02,-0.01,0.0,0.21,-8.02,7.95,0.21,-0.0,0.46,0.01,0.018544123302439708,0.0,0.0628209673695963,0.005350420292398184,0.23413586076874715,0.06603450920610321
1764287738.4441092,0.011934995651245117,1.0,0.0,0,0.02,0.03,0.0,0.91,-7.88,7.46,0.21,-0.0,0.46,0.01,0.016362461737446488,-0.21816615649932203,0.06515581680927118,0.006498106577497609,0.23348494396748798,0.11476862850994252
1764287738.4673002,0.011319160461425781,1.0,0.0,0,0.06,0.06,0.07,0.21,-7.53,7.18,0.22,0.0,0.42,0.02,0.011999138607460935,-0.21816615649932203,0.07023545745618742,0.010952955853463564,0.2560884064797264,0.25243911341217284
1764287738.478143,0.010839462280273438,1.0,0.0,0,0.08,0.09,0.1,-1.05,-7.04,8.3,0.22,-0.0,0.44,-0.05,0.008726646259971105,-0.32724923474898304,0.0760390696941653,0.01650825348492546,0.5803612237977873,0.5555297631461897
1764287738.4921165,0.013971805572509766,1.0,0.0,0,0.08,0.09,0.1,-0.91,-7.04,8.3,0.22,-0.0,0.44,-0.05,0.008726646259971105,0.0,0.07921051642025345,0.01742620826382213,0.3171446726088156,0.0917954778896668
1764287738.5132957,0.010000228881835938,1.0,0.0,0,0.13,0.14,0.16,-0.91,-7.04,4.39,0.23,-0.0,0.33,0.02,0.0054541539124821625,-0.21816615649932203,0.08618544659779737,0.013973484984574736,0.3685059097509491,-0.2700384719780846
1764287738.5234005,0.010102272033691406,1.0,0.0,0,0.14,0.16,0.17,-0.56,-7.46,7.11,0.23,-0.0,0.42,-0.01,0.0054541539124821625,0.0,0.08991815021816407,0.009145592915538181,0.37327036203667063,-0.48278920690365545
1764287738.5487115,0.010000228881835938,1.0,0.0,0,0.08,0.1,0.1,-0.21,-4.39,4.46,0.24,-0.0,0.26,-0.01,0.0054541539124821625,0.0,0.09788360477857916,-0.010213629859353368,0.0,0.0
1764287738.5715337,0.010592222213745117,1.0,0.0,0,0.07,0.08,0.08,-0.21,-6.55,6.41,0.25,-0.0,0.37,-0.0,0.004363323129985552,-0.10908307824966101,0.11087580799255736,-0.08371917738026546,0.45551123049722975,-3.008087865664333
1764287738.5815341,0.010000228881835938,1.0,0.0,0,0.05,0.06,0.06,-0.07,-7.18,6.83,0.25,-0.0,0.4,0.01,0.004363323129985552,0.0,0.11558867085578095,-0.11675630238374168,0.4712862863223588,-3.303712500347622
1764287738.5915346,0.010000228881835938,1.0,0.0,0,0.05,0.06,0.06,-0.07,-7.18,6.83,0.25,-0.0,0.4,0.01,0.004363323129985552,0.0,0.12053734119528725,-0.15600481771438535,0.49486703395063003,-3.9248515330643663
1764287738.611615,0.010078907012939453,1.0,0.0,0,0.12,0.03,0.03,0.07,-3.77,3.9,0.26,-0.0,0.22,0.0,0.0032724923474889422,0.0,0.1313386239380634,-0.24944792281492134,0.561898041104758,-4.8752827887701855
1764287738.6223965,0.01078033447265625,1.0,0.0,0,0.1,0.02,0.03,-0.0,-6.0,6.14,0.26,-0.0,0.22,0.0,0.002181661564992332,-0.10908307824966101,0.1373158091758997,-0.2995886063142743,0.5977185237836302,-5.014068349935297
1764287738.642398,0.01000070571899414,1.0,0.0,0,0.08,0.01,0.01,-0.07,-6.83,7.04,0.27,-0.0,0.4,-0.0,0.0032724923474889422,0.10908307824966101,0.14576776847187745,-0.35188584531638645,0.3162280414647167,-1.4775435978161777
1764287738.662399,0.010000228881835938,1.0,0.0,0,0.06,0.0,0.0,-0.0,-6.69,6.9,0.27,-0.0,0.39,-0.0,0.004363323129985552,0.0,0.14755872986846041,-0.38109393694303506,0.0361849982482898,-1.679901287321517
1764287738.6723995,0.010000228881835938,1.0,0.0,0,0.04,0.0,-0.01,-0.0,-6.35,6.48,0.28,-0.0,0.37,-0.0,0.004363323129985552,0.0,0.14644629147485855,-0.38530949888672605,-0.11124383936018667,-0.4215561943690993
1764287738.6924005,0.010000228881835938,1.0,0.0,0,0.03,-0.01,-0.01,-0.0,-6.28,5.51,0.28,-0.0,0.34,0.01,0.0010908307824966101,-0.3272492347488942,0.1393801341197558,-0.38869342600247325,-0.37126580426347644,-0.7358719054670892
1764287738.7027016,0.010300874710083008,1.0,0.0,0,0.02,0.01,-0.03,0.07,-6.62,5.79,0.28,-0.0,0.36,0.02,-0.006544984694978773,-0.7635815477475383,0.13480744631102093,-0.3886587411467479,-0.45726878087348766,0.0034684855725330976
1764287738.7227025,0.010000228881835938,1.0,0.0,0,0.01,-0.0,-0.03,0.14,-6.35,6.48,0.29,-0.0,0.37,0.0,-0.009817477042468159,-0.32724923474893863,0.12357669643987723,-0.3790847225070415,-0.5572367832093583,0.06631645992540847
1764287738.732703,0.010000228881835938,1.0,0.0,0,0.07,0.06,0.03,0.07,-6.0,6.35,0.29,-0.0,0.36,-0.0,-0.009817477042468159,0.0,0.11852516509012556,-0.3868930023665045,-0.505153134975167,-0.7808279859462974
1764287738.752704,0.010000228881835938,1.0,0.0,0,0.12,0.11,0.08,-0.07,-6.62,6.0,0.29,-0.0,0.36,0.01,-0.007635815477475383,0.21816615649927762,0.10966154841864206,-0.4029127780992221,-0.43207810760179655,-0.7508414249048023
1764287738.7627044,0.010000228881835938,1.0,0.0,0,0.2,0.09,0.06,-0.07,-7.25,6.35,0.3,-0.0,0.39,0.01,-0.006544984694978773,0.10908307824966101,0.10517429281946455,-0.40810103476691895,-0.44872555991775087,-0.5188256667696844
1764287738.7828438,0.010134696960449219,1.0,0.0,0,0.22,0.14,0.11,-0.07,-7.04,6.07,0.3,-0.0,0.38,0.02,-0.0054541539124821625,0.0,0.09687690753854161,-0.4130283738805165,-0.4016530876206126,-0.18490235523223042
1764287738.7930918,0.010247468948364258,1.0,0.0,0,0.24,0.23,0.14,-0.28,-6.35,5.58,0.31,-0.0,0.34,0.0,-0.0043633231299859965,0.1090830782496166,0.09316968791655444,-0.41448211815104674,-0.3707219621987168,-0.1453744270530244
1764287738.8130927,0.010000228881835938,1.0,0.0,0,0.2,0.19,0.12,-0.14,-6.21,6.28,0.31,-0.0,0.36,-0.01,-0.0043633231299859965,0.0,0.08631634209902117,-0.41579319788013436,-0.3236972588247067,-0.0838484428828501
1764287738.8230932,0.010000228881835938,1.0,0.0,0,0.16,0.16,0.1,-0.0,-6.83,6.9,0.32,-0.0,0.4,-0.0,-0.0043633231299859965,0.0,0.08312435397611306,-0.41653158830832826,-0.3191988122908107,-0.07383904281939024
1764287738.843242,0.010147333145141602,1.0,0.0,0,0.13,0.11,0.07,-0.0,-6.35,6.35,0.32,-0.0,0.37,0.0,-0.0054541539124821625,-0.1090830782496166,0.07725590883646927,-0.41749465723969603,-0.29104780636308725,-0.029018860572627148
1764287738.8532424,0.010000228881835938,1.0,0.0,0,0.11,0.09,0.07,-0.0,-6.28,6.07,0.32,-0.0,0.36,0.0,-0.006544984694978773,-0.10908307824966101,0.07439678567136143,-0.41808466541926137,-0.2859123165107835,-0.05900081795653378
1764287738.8732436,0.010000228881835938,1.0,0.0,0,0.09,0.06,0.05,-0.14,-6.62,6.97,0.33,-0.0,0.39,-0.01,-0.006544984694978773,0.0,0.06913704124388431,-0.4214212590529476,-0.2541169975645907,-0.17576733619311113
1764287738.883244,0.010000228881835938,1.0,0.0,0,0.05,0.04,0.04,-0.28,-6.21,6.83,0.33,-0.0,0.38,-0.02,-0.007635815477475383,-0.10908307824966101,0.06664922528710271,-0.42310093402466986,-0.24878159567816027,-0.1679674971722278
1764287738.903245,0.010000228881835938,1.0,0.0,0,0.04,0.03,0.03,-0.28,-5.65,6.69,0.34,-0.0,0.36,-0.03,-0.008726646259971549,0.0,0.06198432510502272,-0.42870005531756616,-0.22622330089423492,-0.33718787944887474
1764287738.9132454,0.010000228881835938,1.0,0.0,0,0.07,0.02,0.02,-0.63,-5.79,6.35,0.34,-0.0,0.35,-0.03,-0.007635815477475383,0.1090830782496166,0.059840292607894696,-0.43339202267337296,-0.21440324971280234,-0.4691967355806792
1764287738.9332464,0.010000228881835938,1.0,0.0,0,-0.01,-0.05,-0.05,-0.77,-6.41,6.21,0.34,-0.0,0.36,-0.02,-0.006544984694978773,0.10908307824966101,0.05588119284642801,-0.44413722602877037,-0.1847501057284262,-0.5746049740786852
1764287738.9533298,0.010000228881835938,1.0,0.0,0,-0.06,-0.09,-0.1,-0.84,-6.62,5.58,0.35,-0.0,0.35,-0.01,-0.0054541539124821625,0.0,0.052071204761330314,-0.4574674222192048,-0.1861675911925431,-0.6836933487003982
1764287738.9633303,0.010000228881835938,1.0,0.0,0,-0.1,-0.13,-0.13,-0.14,-6.55,5.58,0.35,-0.0,0.35,0.01,-0.0043633231299859965,0.1090830782496166,0.050304910361938404,-0.4654906682529738,-0.176629439939191,-0.8023246033769027
1764287738.9833314,0.010000228881835938,1.0,0.0,0,-0.14,-0.15,-0.16,0.91,-5.79,5.86,0.36,-0.0,0.34,0.03,-0.002181661564992776,0.10908307824966101,0.04705713074290152,-0.4862699938862223,-0.16928198862267152,-1.0729036781758072
1764287738.993332,0.010000228881835938,1.0,0.0,0,-0.16,-0.17,-0.17,1.05,-5.58,6.0,0.36,-0.0,0.33,0.03,-0.002181661564992776,0.0,0.04557724760593773,-0.4970265149667741,-0.14798831369637888,-1.0756521080551806
1764287739.013451,0.010000467300415039,1.0,0.0,0,-0.14,-0.16,-0.15,0.77,-5.44,6.0,0.36,-0.0,0.33,0.02,-0.0032724923474893863,-0.10908307824966101,0.04249498981091149,-0.5239614783799036,-0.16025838609121656,-1.4629217304372055
1764287739.0234954,0.010040760040283203,1.0,0.0,0,-0.11,-0.14,-0.14,0.98,-5.44,5.86,0.37,-0.0,0.33,0.03,-0.0054541539124821625,-0.21816615649927762,0.04074782288564105,-0.5381714067170451,-0.1747166925270438,-1.420992833714152
1764287739.0466871,0.013166189193725586,1.0,0.0,0,-0.04,-0.06,-0.06,0.98,-5.51,5.23,0.37,-0.0,0.31,0.04,-0.01090830782496477,-0.43633231299859965,0.03554370051882927,-0.5557244637264454,-0.28589236281648667,-0.6110233727004477
1764287739.0566876,0.010000228881835938,1.0,0.0,0,0.0,-0.01,-0.01,1.46,-5.44,5.23,0.37,0.0,0.31,0.05,-0.013089969389957545,-0.21816615649927762,0.032140826799583966,-0.5561963491763908,-0.3402873719245303,-0.0471885449945475
1764287739.0766885,0.010000228881835938,1.0,0.0,0,0.05,0.03,0.03,0.42,-4.67,5.09,0.38,0.0,0.28,0.01,-0.015271630954950322,-0.10908307824966101,0.024472551677944487,-0.559670181563237,-0.39178762516893784,-0.3019177036842624
1764287739.0871212,0.010424613952636719,1.0,0.0,0,0.08,0.07,0.06,-0.98,-4.6,4.95,0.38,0.0,0.28,-0.04,-0.014180800172453711,0.10908307824966101,0.01647228629080555,-0.5693330232139893,-0.8000265387138938,-0.9662841650752263
1764287739.1098669,0.010000228881835938,1.0,0.0,0,0.1,0.1,0.09,-0.98,-5.51,5.86,0.38,-0.0,0.33,-0.04,-0.011999138607460935,0.21816615649927762,0.012663813327984386,-0.5752575126708019,-0.38084729628211633,-0.5924489456812676
1764287739.1198673,0.010000228881835938,1.0,0.0,0,0.12,0.12,0.11,-0.91,-6.28,5.44,0.39,-0.0,0.34,-0.01,-0.009817477042468159,0.21816615649927762,0.005489503018676789,-0.5946773766121725,-0.7174310309307597,-1.9419863941370519
1764287739.1316974,0.011827468872070312,1.0,0.0,0,0.14,0.12,0.11,-0.84,-5.02,4.74,0.39,-0.0,0.34,-0.01,-0.009817477042468159,0.0,0.0021616066371343834,-0.6049403854946109,-0.33278963815424056,-1.0263008882438474
1764287739.152264,0.010000228881835938,1.0,0.0,0,0.11,0.1,0.1,-0.7,-5.3,4.95,0.39,-0.0,0.3,-0.02,-0.009817477042468159,0.0,-0.004260550066181867,-0.6120723226507763,-0.3156080127942662,-0.126257375538108
1764287739.1622646,0.010000228881835938,1.0,0.0,0,0.09,0.07,0.08,-0.49,-5.09,4.67,0.4,-0.0,0.28,-0.01,-0.009817477042468159,0.0,-0.007299699801862403,-0.6104125448727298,-0.3039149735680535,0.16597777780464895
1764287739.1822655,0.010000228881835938,1.0,0.0,0,0.02,0.01,0.02,-1.12,-4.95,5.23,0.4,-0.0,0.29,-0.04,-0.009817477042468159,0.0,-0.013330608902264895,-0.6045506290001592,-0.29206634053506875,0.2806671648866388
1764287739.1922798,0.010013818740844727,1.0,0.0,0,-0.05,-0.04,-0.04,-1.46,-5.02,5.72,0.4,-0.0,0.31,-0.06,-0.008726646259971549,0.10908307824966101,-0.016340389967255398,-0.6040567169949513,-0.3009781064990502,0.04939120052078749
1764287739.2136521,0.010000228881835938,1.0,0.0,0,-0.09,-0.08,-0.09,-0.07,-5.44,5.79,0.41,-0.0,0.32,-0.01,-0.0054541539124821625,0.21816615649932203,-0.022226115704823357,-0.611235781842526,-0.29351250468243606,-0.4476787346421318
1764287739.2236526,0.010000228881835938,1.0,0.0,0,-0.12,-0.12,-0.11,0.98,-5.72,5.79,0.41,-0.0,0.33,0.03,-0.0054541539124821625,0.0,-0.02520603382740738,-0.6165345294731996,-0.29799181225840243,-0.5298747630673617
1764287739.2436857,0.01003122329711914,1.0,0.0,0,-0.14,-0.14,-0.14,1.05,-5.79,5.72,0.41,-0.0,0.33,0.04,-0.0054541539124821625,0.0,-0.031389771157469326,-0.625354413632532,-0.31385888551902497,-0.36570651026877066
1764287739.263793,0.010105609893798828,1.0,0.0,0,-0.16,-0.17,-0.16,0.91,-5.51,5.93,0.42,-0.0,0.33,0.02,-0.006544984694978773,-0.10908307824966101,-0.03778088107458499,-0.6303477744763963,-0.32741348032967466,-0.2757713183721311
1764287739.274165,0.01037144660949707,1.0,0.0,0,-0.16,-0.15,-0.15,0.7,-5.3,5.58,0.42,-0.0,0.31,0.02,-0.007635815477475383,-0.10908307824966101,-0.041079992505264507,-0.6348311549464434,-0.32991114306795133,-0.4483380470047038
1764287739.2946975,0.010530471801757812,1.0,0.0,0,-0.14,-0.13,-0.13,0.35,-4.6,5.02,0.42,-0.0,0.28,0.01,-0.009817477042468159,-0.10908307824966101,-0.04797311436125229,-0.6487825037817081,-0.3392936704365024,-0.8111381712833765
1764287739.3046982,0.010000228881835938,1.0,0.0,0,-0.12,-0.11,-0.12,0.35,-4.95,5.09,0.43,-0.0,0.29,0.01,-0.009817477042468159,0.0,-0.05142888198413731,-0.6601197088192934,-0.345576762288502,-1.1337205037585285
1764287739.3285277,0.013824462890625,1.0,0.0,0,-0.05,-0.05,-0.04,0.14,-4.81,5.02,0.43,-0.0,0.28,0.0,-0.009817477042468159,0.0,-0.05878905681312396,-0.6867530257004888,-0.36230443973455095,-1.3142305410409616
1764287739.3385282,0.010000228881835938,1.0,0.0,0,0.01,0.01,0.01,0.21,-5.16,5.02,0.43,-0.0,0.29,0.01,-0.008726646259971549,0.10908307824966101,-0.06257211778523697,-0.6996902178851254,-0.3783060972113006,-1.2937192184636626
1764287739.3485286,0.010000228881835938,1.0,0.0,0,0.05,0.05,0.05,0.28,-5.02,4.39,0.44,-0.0,0.27,0.02,-0.009817477042468159,-0.10908307824966101,-0.06607870665868187,-0.7081033352658772,-0.35065888734449047,-0.8413117380751789
1764287739.3688054,0.010000228881835938,1.0,0.0,0,0.06,0.08,0.07,0.63,-5.02,4.74,0.44,-0.0,0.28,0.03,-0.01090830782496477,-0.10908307824966101,-0.07231747876153882,-0.7110079639851983,-0.291636141934859,-0.18301685055859274
1764287739.378806,0.010000467300415039,1.0,0.0,0,0.08,0.1,0.09,0.21,-5.3,4.88,0.44,-0.0,0.29,0.02,-0.01090830782496477,0.0,-0.0750493820923035,-0.7153570539638832,-0.27319033307646734,-0.43490899786848836
1764287739.398807,0.010000228881835938,1.0,0.0,0,0.1,0.12,0.12,0.21,-4.81,5.3,0.45,-0.0,0.29,0.0,-0.01090830782496477,0.1090830782496166,-0.0792665699597217,-0.7189096450587615,-0.19355093720969663,-0.0695902720002195
